"","Subject","Word","Condition","Instance","Guess","Gold","Correct","Simulation","Model"
"2105",1,"heek","High-Absent",4,"book","book",1,53,"PURSUIT"
"2106",1,"smick","High-Absent",4,"shoe","ball",0,53,"PURSUIT"
"2107",1,"toop","High-Absent",4,"ball","car",0,53,"PURSUIT"
"2108",1,"irp","High-Absent",4,"hand","hand",1,53,"PURSUIT"
"2109",1,"moke","High-Absent",4,"fish","fish",1,53,"PURSUIT"
"2110",1,"zud","High-Absent",4,"bird","bear",0,53,"PURSUIT"
"2111",1,"wode","High-Absent",4,"door","door",1,53,"PURSUIT"
"2112",1,"glemp","High-Absent",4,"bird","bird",1,53,"PURSUIT"
"2113",1,"heek","High-Absent",5,"book","book",1,53,"PURSUIT"
"2114",1,"smick","High-Absent",5,"bird","ball",0,53,"PURSUIT"
"2115",1,"toop","High-Absent",5,"bird","car",0,53,"PURSUIT"
"2116",1,"irp","High-Absent",5,"hand","hand",1,53,"PURSUIT"
"2117",1,"moke","High-Absent",5,"fish","fish",1,53,"PURSUIT"
"2118",1,"zud","High-Absent",5,"ball","bear",0,53,"PURSUIT"
"2119",1,"wode","High-Absent",5,"door","door",1,53,"PURSUIT"
"2120",1,"glemp","High-Absent",5,"bear","bird",0,53,"PURSUIT"
"2121",1,"heek","High-Absent",1,"dog","book",0,54,"PURSUIT"
"2122",1,"smick","High-Absent",1,"eye","ball",0,54,"PURSUIT"
"2123",1,"toop","High-Absent",1,"bird","car",0,54,"PURSUIT"
"2124",1,"irp","High-Absent",1,"shoe","hand",0,54,"PURSUIT"
"2125",1,"moke","High-Absent",1,"fish","fish",1,54,"PURSUIT"
"2126",1,"zud","High-Absent",1,"car","bear",0,54,"PURSUIT"
"2127",1,"wode","High-Absent",1,"bear","door",0,54,"PURSUIT"
"2128",1,"glemp","High-Absent",1,"hand","bird",0,54,"PURSUIT"
"2129",1,"heek","High-Absent",2,"shoe","book",0,54,"PURSUIT"
"2130",1,"smick","High-Absent",2,"ball","ball",1,54,"PURSUIT"
"2131",1,"toop","High-Absent",2,"car","car",1,54,"PURSUIT"
"2132",1,"irp","High-Absent",2,"car","hand",0,54,"PURSUIT"
"2133",1,"moke","High-Absent",2,"fish","fish",1,54,"PURSUIT"
"2134",1,"zud","High-Absent",2,"car","bear",0,54,"PURSUIT"
"2135",1,"wode","High-Absent",2,"bear","door",0,54,"PURSUIT"
"2136",1,"glemp","High-Absent",2,"bird","bird",1,54,"PURSUIT"
"2137",1,"heek","High-Absent",3,"fish","book",0,54,"PURSUIT"
"2138",1,"smick","High-Absent",3,"book","ball",0,54,"PURSUIT"
"2139",1,"toop","High-Absent",3,"dog","car",0,54,"PURSUIT"
"2140",1,"irp","High-Absent",3,"hand","hand",1,54,"PURSUIT"
"2141",1,"moke","High-Absent",3,"fish","fish",1,54,"PURSUIT"
"2142",1,"zud","High-Absent",3,"bear","bear",1,54,"PURSUIT"
"2143",1,"wode","High-Absent",3,"book","door",0,54,"PURSUIT"
"2144",1,"glemp","High-Absent",3,"door","bird",0,54,"PURSUIT"
"2145",1,"heek","High-Absent",4,"dog","book",0,54,"PURSUIT"
"2146",1,"smick","High-Absent",4,"shoe","ball",0,54,"PURSUIT"
"2147",1,"toop","High-Absent",4,"hand","car",0,54,"PURSUIT"
"2148",1,"irp","High-Absent",4,"hand","hand",1,54,"PURSUIT"
"2149",1,"moke","High-Absent",4,"shoe","fish",0,54,"PURSUIT"
"2150",1,"zud","High-Absent",4,"bird","bear",0,54,"PURSUIT"
"2151",1,"wode","High-Absent",4,"hand","door",0,54,"PURSUIT"
"2152",1,"glemp","High-Absent",4,"bird","bird",1,54,"PURSUIT"
"2153",1,"heek","High-Absent",5,"shoe","book",0,54,"PURSUIT"
"2154",1,"smick","High-Absent",5,"hand","ball",0,54,"PURSUIT"
"2155",1,"toop","High-Absent",5,"bird","car",0,54,"PURSUIT"
"2156",1,"irp","High-Absent",5,"hand","hand",1,54,"PURSUIT"
"2157",1,"moke","High-Absent",5,"book","fish",0,54,"PURSUIT"
"2158",1,"zud","High-Absent",5,"bear","bear",1,54,"PURSUIT"
"2159",1,"wode","High-Absent",5,"hand","door",0,54,"PURSUIT"
"2160",1,"glemp","High-Absent",5,"book","bird",0,54,"PURSUIT"
"2161",1,"heek","High-Absent",1,"book","book",1,55,"PURSUIT"
"2162",1,"smick","High-Absent",1,"shoe","ball",0,55,"PURSUIT"
"2163",1,"toop","High-Absent",1,"bird","car",0,55,"PURSUIT"
"2164",1,"irp","High-Absent",1,"hand","hand",1,55,"PURSUIT"
"2165",1,"moke","High-Absent",1,"fish","fish",1,55,"PURSUIT"
"2166",1,"zud","High-Absent",1,"bear","bear",1,55,"PURSUIT"
"2167",1,"wode","High-Absent",1,"dog","door",0,55,"PURSUIT"
"2168",1,"glemp","High-Absent",1,"hand","bird",0,55,"PURSUIT"
"2169",1,"heek","High-Absent",2,"book","book",1,55,"PURSUIT"
"2170",1,"smick","High-Absent",2,"ball","ball",1,55,"PURSUIT"
"2171",1,"toop","High-Absent",2,"car","car",1,55,"PURSUIT"
"2172",1,"irp","High-Absent",2,"dog","hand",0,55,"PURSUIT"
"2173",1,"moke","High-Absent",2,"fish","fish",1,55,"PURSUIT"
"2174",1,"zud","High-Absent",2,"bird","bear",0,55,"PURSUIT"
"2175",1,"wode","High-Absent",2,"door","door",1,55,"PURSUIT"
"2176",1,"glemp","High-Absent",2,"hand","bird",0,55,"PURSUIT"
"2177",1,"heek","High-Absent",3,"book","book",1,55,"PURSUIT"
"2178",1,"smick","High-Absent",3,"ball","ball",1,55,"PURSUIT"
"2179",1,"toop","High-Absent",3,"fish","car",0,55,"PURSUIT"
"2180",1,"irp","High-Absent",3,"hand","hand",1,55,"PURSUIT"
"2181",1,"moke","High-Absent",3,"bird","fish",0,55,"PURSUIT"
"2182",1,"zud","High-Absent",3,"bear","bear",1,55,"PURSUIT"
"2183",1,"wode","High-Absent",3,"door","door",1,55,"PURSUIT"
"2184",1,"glemp","High-Absent",3,"eye","bird",0,55,"PURSUIT"
"2185",1,"heek","High-Absent",4,"book","book",1,55,"PURSUIT"
"2186",1,"smick","High-Absent",4,"shoe","ball",0,55,"PURSUIT"
"2187",1,"toop","High-Absent",4,"eye","car",0,55,"PURSUIT"
"2188",1,"irp","High-Absent",4,"hand","hand",1,55,"PURSUIT"
"2189",1,"moke","High-Absent",4,"fish","fish",1,55,"PURSUIT"
"2190",1,"zud","High-Absent",4,"bear","bear",1,55,"PURSUIT"
"2191",1,"wode","High-Absent",4,"dog","door",0,55,"PURSUIT"
"2192",1,"glemp","High-Absent",4,"dog","bird",0,55,"PURSUIT"
"2193",1,"heek","High-Absent",5,"book","book",1,55,"PURSUIT"
"2194",1,"smick","High-Absent",5,"eye","ball",0,55,"PURSUIT"
"2195",1,"toop","High-Absent",5,"bird","car",0,55,"PURSUIT"
"2196",1,"irp","High-Absent",5,"door","hand",0,55,"PURSUIT"
"2197",1,"moke","High-Absent",5,"fish","fish",1,55,"PURSUIT"
"2198",1,"zud","High-Absent",5,"bear","bear",1,55,"PURSUIT"
"2199",1,"wode","High-Absent",5,"ball","door",0,55,"PURSUIT"
"2200",1,"glemp","High-Absent",5,"ball","bird",0,55,"PURSUIT"
"2201",1,"heek","High-Absent",1,"fish","book",0,56,"PURSUIT"
"2202",1,"smick","High-Absent",1,"cat","ball",0,56,"PURSUIT"
"2203",1,"toop","High-Absent",1,"bird","car",0,56,"PURSUIT"
"2204",1,"irp","High-Absent",1,"door","hand",0,56,"PURSUIT"
"2205",1,"moke","High-Absent",1,"shoe","fish",0,56,"PURSUIT"
"2206",1,"zud","High-Absent",1,"dog","bear",0,56,"PURSUIT"
"2207",1,"wode","High-Absent",1,"ball","door",0,56,"PURSUIT"
"2208",1,"glemp","High-Absent",1,"bear","bird",0,56,"PURSUIT"
"2209",1,"heek","High-Absent",2,"book","book",1,56,"PURSUIT"
"2210",1,"smick","High-Absent",2,"dog","ball",0,56,"PURSUIT"
"2211",1,"toop","High-Absent",2,"cat","car",0,56,"PURSUIT"
"2212",1,"irp","High-Absent",2,"ball","hand",0,56,"PURSUIT"
"2213",1,"moke","High-Absent",2,"cat","fish",0,56,"PURSUIT"
"2214",1,"zud","High-Absent",2,"bear","bear",1,56,"PURSUIT"
"2215",1,"wode","High-Absent",2,"door","door",1,56,"PURSUIT"
"2216",1,"glemp","High-Absent",2,"door","bird",0,56,"PURSUIT"
"2217",1,"heek","High-Absent",3,"book","book",1,56,"PURSUIT"
"2218",1,"smick","High-Absent",3,"door","ball",0,56,"PURSUIT"
"2219",1,"toop","High-Absent",3,"fish","car",0,56,"PURSUIT"
"2220",1,"irp","High-Absent",3,"shoe","hand",0,56,"PURSUIT"
"2221",1,"moke","High-Absent",3,"fish","fish",1,56,"PURSUIT"
"2222",1,"zud","High-Absent",3,"bear","bear",1,56,"PURSUIT"
"2223",1,"wode","High-Absent",3,"door","door",1,56,"PURSUIT"
"2224",1,"glemp","High-Absent",3,"bird","bird",1,56,"PURSUIT"
"2225",1,"heek","High-Absent",4,"book","book",1,56,"PURSUIT"
"2226",1,"smick","High-Absent",4,"fish","ball",0,56,"PURSUIT"
"2227",1,"toop","High-Absent",4,"eye","car",0,56,"PURSUIT"
"2228",1,"irp","High-Absent",4,"hand","hand",1,56,"PURSUIT"
"2229",1,"moke","High-Absent",4,"shoe","fish",0,56,"PURSUIT"
"2230",1,"zud","High-Absent",4,"bear","bear",1,56,"PURSUIT"
"2231",1,"wode","High-Absent",4,"fish","door",0,56,"PURSUIT"
"2232",1,"glemp","High-Absent",4,"dog","bird",0,56,"PURSUIT"
"2233",1,"heek","High-Absent",5,"book","book",1,56,"PURSUIT"
"2234",1,"smick","High-Absent",5,"hand","ball",0,56,"PURSUIT"
"2235",1,"toop","High-Absent",5,"bird","car",0,56,"PURSUIT"
"2236",1,"irp","High-Absent",5,"hand","hand",1,56,"PURSUIT"
"2237",1,"moke","High-Absent",5,"door","fish",0,56,"PURSUIT"
"2238",1,"zud","High-Absent",5,"bear","bear",1,56,"PURSUIT"
"2239",1,"wode","High-Absent",5,"ball","door",0,56,"PURSUIT"
"2240",1,"glemp","High-Absent",5,"bear","bird",0,56,"PURSUIT"
"2241",1,"heek","High-Absent",1,"dog","book",0,57,"PURSUIT"
"2242",1,"smick","High-Absent",1,"shoe","ball",0,57,"PURSUIT"
"2243",1,"toop","High-Absent",1,"bird","car",0,57,"PURSUIT"
"2244",1,"irp","High-Absent",1,"hand","hand",1,57,"PURSUIT"
"2245",1,"moke","High-Absent",1,"fish","fish",1,57,"PURSUIT"
"2246",1,"zud","High-Absent",1,"book","bear",0,57,"PURSUIT"
"2247",1,"wode","High-Absent",1,"door","door",1,57,"PURSUIT"
"2248",1,"glemp","High-Absent",1,"fish","bird",0,57,"PURSUIT"
"2249",1,"heek","High-Absent",2,"ball","book",0,57,"PURSUIT"
"2250",1,"smick","High-Absent",2,"ball","ball",1,57,"PURSUIT"
"2251",1,"toop","High-Absent",2,"bear","car",0,57,"PURSUIT"
"2252",1,"irp","High-Absent",2,"car","hand",0,57,"PURSUIT"
"2253",1,"moke","High-Absent",2,"fish","fish",1,57,"PURSUIT"
"2254",1,"zud","High-Absent",2,"eye","bear",0,57,"PURSUIT"
"2255",1,"wode","High-Absent",2,"bear","door",0,57,"PURSUIT"
"2256",1,"glemp","High-Absent",2,"hand","bird",0,57,"PURSUIT"
"2257",1,"heek","High-Absent",3,"eye","book",0,57,"PURSUIT"
"2258",1,"smick","High-Absent",3,"fish","ball",0,57,"PURSUIT"
"2259",1,"toop","High-Absent",3,"cat","car",0,57,"PURSUIT"
"2260",1,"irp","High-Absent",3,"dog","hand",0,57,"PURSUIT"
"2261",1,"moke","High-Absent",3,"fish","fish",1,57,"PURSUIT"
"2262",1,"zud","High-Absent",3,"shoe","bear",0,57,"PURSUIT"
"2263",1,"wode","High-Absent",3,"door","door",1,57,"PURSUIT"
"2264",1,"glemp","High-Absent",3,"eye","bird",0,57,"PURSUIT"
"2265",1,"heek","High-Absent",4,"dog","book",0,57,"PURSUIT"
"2266",1,"smick","High-Absent",4,"bear","ball",0,57,"PURSUIT"
"2267",1,"toop","High-Absent",4,"hand","car",0,57,"PURSUIT"
"2268",1,"irp","High-Absent",4,"ball","hand",0,57,"PURSUIT"
"2269",1,"moke","High-Absent",4,"fish","fish",1,57,"PURSUIT"
"2270",1,"zud","High-Absent",4,"bird","bear",0,57,"PURSUIT"
"2271",1,"wode","High-Absent",4,"hand","door",0,57,"PURSUIT"
"2272",1,"glemp","High-Absent",4,"bird","bird",1,57,"PURSUIT"
"2273",1,"heek","High-Absent",5,"shoe","book",0,57,"PURSUIT"
"2274",1,"smick","High-Absent",5,"ball","ball",1,57,"PURSUIT"
"2275",1,"toop","High-Absent",5,"bird","car",0,57,"PURSUIT"
"2276",1,"irp","High-Absent",5,"hand","hand",1,57,"PURSUIT"
"2277",1,"moke","High-Absent",5,"fish","fish",1,57,"PURSUIT"
"2278",1,"zud","High-Absent",5,"cat","bear",0,57,"PURSUIT"
"2279",1,"wode","High-Absent",5,"door","door",1,57,"PURSUIT"
"2280",1,"glemp","High-Absent",5,"bird","bird",1,57,"PURSUIT"
"2281",1,"heek","High-Absent",1,"dog","book",0,58,"PURSUIT"
"2282",1,"smick","High-Absent",1,"cat","ball",0,58,"PURSUIT"
"2283",1,"toop","High-Absent",1,"bird","car",0,58,"PURSUIT"
"2284",1,"irp","High-Absent",1,"shoe","hand",0,58,"PURSUIT"
"2285",1,"moke","High-Absent",1,"fish","fish",1,58,"PURSUIT"
"2286",1,"zud","High-Absent",1,"dog","bear",0,58,"PURSUIT"
"2287",1,"wode","High-Absent",1,"bird","door",0,58,"PURSUIT"
"2288",1,"glemp","High-Absent",1,"hand","bird",0,58,"PURSUIT"
"2289",1,"heek","High-Absent",2,"book","book",1,58,"PURSUIT"
"2290",1,"smick","High-Absent",2,"car","ball",0,58,"PURSUIT"
"2291",1,"toop","High-Absent",2,"car","car",1,58,"PURSUIT"
"2292",1,"irp","High-Absent",2,"car","hand",0,58,"PURSUIT"
"2293",1,"moke","High-Absent",2,"fish","fish",1,58,"PURSUIT"
"2294",1,"zud","High-Absent",2,"car","bear",0,58,"PURSUIT"
"2295",1,"wode","High-Absent",2,"bear","door",0,58,"PURSUIT"
"2296",1,"glemp","High-Absent",2,"hand","bird",0,58,"PURSUIT"
"2297",1,"heek","High-Absent",3,"fish","book",0,58,"PURSUIT"
"2298",1,"smick","High-Absent",3,"door","ball",0,58,"PURSUIT"
"2299",1,"toop","High-Absent",3,"fish","car",0,58,"PURSUIT"
"2300",1,"irp","High-Absent",3,"shoe","hand",0,58,"PURSUIT"
"2301",1,"moke","High-Absent",3,"fish","fish",1,58,"PURSUIT"
"2302",1,"zud","High-Absent",3,"shoe","bear",0,58,"PURSUIT"
"2303",1,"wode","High-Absent",3,"cat","door",0,58,"PURSUIT"
"2304",1,"glemp","High-Absent",3,"eye","bird",0,58,"PURSUIT"
"2305",1,"heek","High-Absent",4,"dog","book",0,58,"PURSUIT"
"2306",1,"smick","High-Absent",4,"ball","ball",1,58,"PURSUIT"
"2307",1,"toop","High-Absent",4,"ball","car",0,58,"PURSUIT"
"2308",1,"irp","High-Absent",4,"ball","hand",0,58,"PURSUIT"
"2309",1,"moke","High-Absent",4,"fish","fish",1,58,"PURSUIT"
"2310",1,"zud","High-Absent",4,"fish","bear",0,58,"PURSUIT"
"2311",1,"wode","High-Absent",4,"dog","door",0,58,"PURSUIT"
"2312",1,"glemp","High-Absent",4,"book","bird",0,58,"PURSUIT"
"2313",1,"heek","High-Absent",5,"book","book",1,58,"PURSUIT"
"2314",1,"smick","High-Absent",5,"eye","ball",0,58,"PURSUIT"
"2315",1,"toop","High-Absent",5,"bird","car",0,58,"PURSUIT"
"2316",1,"irp","High-Absent",5,"bird","hand",0,58,"PURSUIT"
"2317",1,"moke","High-Absent",5,"fish","fish",1,58,"PURSUIT"
"2318",1,"zud","High-Absent",5,"ball","bear",0,58,"PURSUIT"
"2319",1,"wode","High-Absent",5,"hand","door",0,58,"PURSUIT"
"2320",1,"glemp","High-Absent",5,"bear","bird",0,58,"PURSUIT"
"2321",1,"heek","High-Absent",1,"hand","book",0,59,"PURSUIT"
"2322",1,"smick","High-Absent",1,"eye","ball",0,59,"PURSUIT"
"2323",1,"toop","High-Absent",1,"bird","car",0,59,"PURSUIT"
"2324",1,"irp","High-Absent",1,"door","hand",0,59,"PURSUIT"
"2325",1,"moke","High-Absent",1,"fish","fish",1,59,"PURSUIT"
"2326",1,"zud","High-Absent",1,"ball","bear",0,59,"PURSUIT"
"2327",1,"wode","High-Absent",1,"ball","door",0,59,"PURSUIT"
"2328",1,"glemp","High-Absent",1,"ball","bird",0,59,"PURSUIT"
"2329",1,"heek","High-Absent",2,"cat","book",0,59,"PURSUIT"
"2330",1,"smick","High-Absent",2,"bird","ball",0,59,"PURSUIT"
"2331",1,"toop","High-Absent",2,"car","car",1,59,"PURSUIT"
"2332",1,"irp","High-Absent",2,"hand","hand",1,59,"PURSUIT"
"2333",1,"moke","High-Absent",2,"hand","fish",0,59,"PURSUIT"
"2334",1,"zud","High-Absent",2,"bear","bear",1,59,"PURSUIT"
"2335",1,"wode","High-Absent",2,"book","door",0,59,"PURSUIT"
"2336",1,"glemp","High-Absent",2,"hand","bird",0,59,"PURSUIT"
"2337",1,"heek","High-Absent",3,"door","book",0,59,"PURSUIT"
"2338",1,"smick","High-Absent",3,"ball","ball",1,59,"PURSUIT"
"2339",1,"toop","High-Absent",3,"car","car",1,59,"PURSUIT"
"2340",1,"irp","High-Absent",3,"dog","hand",0,59,"PURSUIT"
"2341",1,"moke","High-Absent",3,"book","fish",0,59,"PURSUIT"
"2342",1,"zud","High-Absent",3,"door","bear",0,59,"PURSUIT"
"2343",1,"wode","High-Absent",3,"book","door",0,59,"PURSUIT"
"2344",1,"glemp","High-Absent",3,"eye","bird",0,59,"PURSUIT"
"2345",1,"heek","High-Absent",4,"hand","book",0,59,"PURSUIT"
"2346",1,"smick","High-Absent",4,"book","ball",0,59,"PURSUIT"
"2347",1,"toop","High-Absent",4,"ball","car",0,59,"PURSUIT"
"2348",1,"irp","High-Absent",4,"hand","hand",1,59,"PURSUIT"
"2349",1,"moke","High-Absent",4,"fish","fish",1,59,"PURSUIT"
"2350",1,"zud","High-Absent",4,"hand","bear",0,59,"PURSUIT"
"2351",1,"wode","High-Absent",4,"dog","door",0,59,"PURSUIT"
"2352",1,"glemp","High-Absent",4,"book","bird",0,59,"PURSUIT"
"2353",1,"heek","High-Absent",5,"door","book",0,59,"PURSUIT"
"2354",1,"smick","High-Absent",5,"eye","ball",0,59,"PURSUIT"
"2355",1,"toop","High-Absent",5,"bird","car",0,59,"PURSUIT"
"2356",1,"irp","High-Absent",5,"door","hand",0,59,"PURSUIT"
"2357",1,"moke","High-Absent",5,"book","fish",0,59,"PURSUIT"
"2358",1,"zud","High-Absent",5,"ball","bear",0,59,"PURSUIT"
"2359",1,"wode","High-Absent",5,"eye","door",0,59,"PURSUIT"
"2360",1,"glemp","High-Absent",5,"bird","bird",1,59,"PURSUIT"
"2361",1,"heek","High-Absent",1,"fish","book",0,60,"PURSUIT"
"2362",1,"smick","High-Absent",1,"eye","ball",0,60,"PURSUIT"
"2363",1,"toop","High-Absent",1,"bird","car",0,60,"PURSUIT"
"2364",1,"irp","High-Absent",1,"hand","hand",1,60,"PURSUIT"
"2365",1,"moke","High-Absent",1,"fish","fish",1,60,"PURSUIT"
"2366",1,"zud","High-Absent",1,"dog","bear",0,60,"PURSUIT"
"2367",1,"wode","High-Absent",1,"door","door",1,60,"PURSUIT"
"2368",1,"glemp","High-Absent",1,"ball","bird",0,60,"PURSUIT"
"2369",1,"heek","High-Absent",2,"bear","book",0,60,"PURSUIT"
"2370",1,"smick","High-Absent",2,"ball","ball",1,60,"PURSUIT"
"2371",1,"toop","High-Absent",2,"cat","car",0,60,"PURSUIT"
"2372",1,"irp","High-Absent",2,"hand","hand",1,60,"PURSUIT"
"2373",1,"moke","High-Absent",2,"cat","fish",0,60,"PURSUIT"
"2374",1,"zud","High-Absent",2,"car","bear",0,60,"PURSUIT"
"2375",1,"wode","High-Absent",2,"book","door",0,60,"PURSUIT"
"2376",1,"glemp","High-Absent",2,"door","bird",0,60,"PURSUIT"
"2377",1,"heek","High-Absent",3,"fish","book",0,60,"PURSUIT"
"2378",1,"smick","High-Absent",3,"book","ball",0,60,"PURSUIT"
"2379",1,"toop","High-Absent",3,"book","car",0,60,"PURSUIT"
"2380",1,"irp","High-Absent",3,"hand","hand",1,60,"PURSUIT"
"2381",1,"moke","High-Absent",3,"fish","fish",1,60,"PURSUIT"
"2382",1,"zud","High-Absent",3,"cat","bear",0,60,"PURSUIT"
"2383",1,"wode","High-Absent",3,"door","door",1,60,"PURSUIT"
"2384",1,"glemp","High-Absent",3,"eye","bird",0,60,"PURSUIT"
"2385",1,"heek","High-Absent",4,"book","book",1,60,"PURSUIT"
"2386",1,"smick","High-Absent",4,"bear","ball",0,60,"PURSUIT"
"2387",1,"toop","High-Absent",4,"door","car",0,60,"PURSUIT"
"2388",1,"irp","High-Absent",4,"hand","hand",1,60,"PURSUIT"
"2389",1,"moke","High-Absent",4,"eye","fish",0,60,"PURSUIT"
"2390",1,"zud","High-Absent",4,"bear","bear",1,60,"PURSUIT"
"2391",1,"wode","High-Absent",4,"fish","door",0,60,"PURSUIT"
"2392",1,"glemp","High-Absent",4,"bird","bird",1,60,"PURSUIT"
"2393",1,"heek","High-Absent",5,"bird","book",0,60,"PURSUIT"
"2394",1,"smick","High-Absent",5,"eye","ball",0,60,"PURSUIT"
"2395",1,"toop","High-Absent",5,"bird","car",0,60,"PURSUIT"
"2396",1,"irp","High-Absent",5,"hand","hand",1,60,"PURSUIT"
"2397",1,"moke","High-Absent",5,"door","fish",0,60,"PURSUIT"
"2398",1,"zud","High-Absent",5,"dog","bear",0,60,"PURSUIT"
"2399",1,"wode","High-Absent",5,"car","door",0,60,"PURSUIT"
"2400",1,"glemp","High-Absent",5,"bird","bird",1,60,"PURSUIT"
"2401",1,"heek","High-Absent",1,"dog","book",0,61,"PURSUIT"
"2402",1,"smick","High-Absent",1,"eye","ball",0,61,"PURSUIT"
"2403",1,"toop","High-Absent",1,"bird","car",0,61,"PURSUIT"
"2404",1,"irp","High-Absent",1,"door","hand",0,61,"PURSUIT"
"2405",1,"moke","High-Absent",1,"fish","fish",1,61,"PURSUIT"
"2406",1,"zud","High-Absent",1,"book","bear",0,61,"PURSUIT"
"2407",1,"wode","High-Absent",1,"door","door",1,61,"PURSUIT"
"2408",1,"glemp","High-Absent",1,"hand","bird",0,61,"PURSUIT"
"2409",1,"heek","High-Absent",2,"shoe","book",0,61,"PURSUIT"
"2410",1,"smick","High-Absent",2,"ball","ball",1,61,"PURSUIT"
"2411",1,"toop","High-Absent",2,"cat","car",0,61,"PURSUIT"
"2412",1,"irp","High-Absent",2,"hand","hand",1,61,"PURSUIT"
"2413",1,"moke","High-Absent",2,"hand","fish",0,61,"PURSUIT"
"2414",1,"zud","High-Absent",2,"shoe","bear",0,61,"PURSUIT"
"2415",1,"wode","High-Absent",2,"door","door",1,61,"PURSUIT"
"2416",1,"glemp","High-Absent",2,"hand","bird",0,61,"PURSUIT"
"2417",1,"heek","High-Absent",3,"book","book",1,61,"PURSUIT"
"2418",1,"smick","High-Absent",3,"book","ball",0,61,"PURSUIT"
"2419",1,"toop","High-Absent",3,"cat","car",0,61,"PURSUIT"
"2420",1,"irp","High-Absent",3,"hand","hand",1,61,"PURSUIT"
"2421",1,"moke","High-Absent",3,"bird","fish",0,61,"PURSUIT"
"2422",1,"zud","High-Absent",3,"cat","bear",0,61,"PURSUIT"
"2423",1,"wode","High-Absent",3,"door","door",1,61,"PURSUIT"
"2424",1,"glemp","High-Absent",3,"shoe","bird",0,61,"PURSUIT"
"2425",1,"heek","High-Absent",4,"car","book",0,61,"PURSUIT"
"2426",1,"smick","High-Absent",4,"shoe","ball",0,61,"PURSUIT"
"2427",1,"toop","High-Absent",4,"car","car",1,61,"PURSUIT"
"2428",1,"irp","High-Absent",4,"hand","hand",1,61,"PURSUIT"
"2429",1,"moke","High-Absent",4,"fish","fish",1,61,"PURSUIT"
"2430",1,"zud","High-Absent",4,"fish","bear",0,61,"PURSUIT"
"2431",1,"wode","High-Absent",4,"door","door",1,61,"PURSUIT"
"2432",1,"glemp","High-Absent",4,"shoe","bird",0,61,"PURSUIT"
"2433",1,"heek","High-Absent",5,"book","book",1,61,"PURSUIT"
"2434",1,"smick","High-Absent",5,"hand","ball",0,61,"PURSUIT"
"2435",1,"toop","High-Absent",5,"bird","car",0,61,"PURSUIT"
"2436",1,"irp","High-Absent",5,"hand","hand",1,61,"PURSUIT"
"2437",1,"moke","High-Absent",5,"door","fish",0,61,"PURSUIT"
"2438",1,"zud","High-Absent",5,"cat","bear",0,61,"PURSUIT"
"2439",1,"wode","High-Absent",5,"door","door",1,61,"PURSUIT"
"2440",1,"glemp","High-Absent",5,"ball","bird",0,61,"PURSUIT"
"2441",1,"heek","High-Absent",1,"book","book",1,62,"PURSUIT"
"2442",1,"smick","High-Absent",1,"shoe","ball",0,62,"PURSUIT"
"2443",1,"toop","High-Absent",1,"bird","car",0,62,"PURSUIT"
"2444",1,"irp","High-Absent",1,"bear","hand",0,62,"PURSUIT"
"2445",1,"moke","High-Absent",1,"car","fish",0,62,"PURSUIT"
"2446",1,"zud","High-Absent",1,"dog","bear",0,62,"PURSUIT"
"2447",1,"wode","High-Absent",1,"door","door",1,62,"PURSUIT"
"2448",1,"glemp","High-Absent",1,"hand","bird",0,62,"PURSUIT"
"2449",1,"heek","High-Absent",2,"book","book",1,62,"PURSUIT"
"2450",1,"smick","High-Absent",2,"door","ball",0,62,"PURSUIT"
"2451",1,"toop","High-Absent",2,"shoe","car",0,62,"PURSUIT"
"2452",1,"irp","High-Absent",2,"fish","hand",0,62,"PURSUIT"
"2453",1,"moke","High-Absent",2,"dog","fish",0,62,"PURSUIT"
"2454",1,"zud","High-Absent",2,"car","bear",0,62,"PURSUIT"
"2455",1,"wode","High-Absent",2,"door","door",1,62,"PURSUIT"
"2456",1,"glemp","High-Absent",2,"hand","bird",0,62,"PURSUIT"
"2457",1,"heek","High-Absent",3,"fish","book",0,62,"PURSUIT"
"2458",1,"smick","High-Absent",3,"fish","ball",0,62,"PURSUIT"
"2459",1,"toop","High-Absent",3,"book","car",0,62,"PURSUIT"
"2460",1,"irp","High-Absent",3,"fish","hand",0,62,"PURSUIT"
"2461",1,"moke","High-Absent",3,"fish","fish",1,62,"PURSUIT"
"2462",1,"zud","High-Absent",3,"shoe","bear",0,62,"PURSUIT"
"2463",1,"wode","High-Absent",3,"door","door",1,62,"PURSUIT"
"2464",1,"glemp","High-Absent",3,"door","bird",0,62,"PURSUIT"
"2465",1,"heek","High-Absent",4,"car","book",0,62,"PURSUIT"
"2466",1,"smick","High-Absent",4,"shoe","ball",0,62,"PURSUIT"
"2467",1,"toop","High-Absent",4,"hand","car",0,62,"PURSUIT"
"2468",1,"irp","High-Absent",4,"bear","hand",0,62,"PURSUIT"
"2469",1,"moke","High-Absent",4,"shoe","fish",0,62,"PURSUIT"
"2470",1,"zud","High-Absent",4,"bird","bear",0,62,"PURSUIT"
"2471",1,"wode","High-Absent",4,"dog","door",0,62,"PURSUIT"
"2472",1,"glemp","High-Absent",4,"book","bird",0,62,"PURSUIT"
"2473",1,"heek","High-Absent",5,"door","book",0,62,"PURSUIT"
"2474",1,"smick","High-Absent",5,"bear","ball",0,62,"PURSUIT"
"2475",1,"toop","High-Absent",5,"door","car",0,62,"PURSUIT"
